CMDLINE /home/julius/.software/anaconda3/envs/pyrep/bin/python launch_home.py /home/julius/results/memtest
MEM 0.769531 1571763224.6360
MEM 24.558594 1571763224.7363
MEM 77.406250 1571763224.8367
MEM 126.695312 1571763224.9370
MEM 141.867188 1571763225.0373
MEM 154.890625 1571763225.1376
MEM 164.714844 1571763225.2379
MEM 184.300781 1571763225.3382
MEM 199.871094 1571763225.4385
MEM 209.093750 1571763225.5388
MEM 211.769531 1571763225.6390
MEM 236.902344 1571763225.7393
MEM 248.917969 1571763225.8396
MEM 252.070312 1571763225.9398
MEM 255.480469 1571763226.0401
MEM 257.656250 1571763226.1404
MEM 259.601562 1571763226.2407
MEM 261.839844 1571763226.3410
MEM 263.984375 1571763226.4413
MEM 266.023438 1571763226.5415
MEM 268.253906 1571763226.6419
MEM 269.882812 1571763226.7421
MEM 271.347656 1571763226.8424
MEM 273.410156 1571763226.9427
MEM 275.593750 1571763227.0430
MEM 277.488281 1571763227.1433
MEM 279.683594 1571763227.2436
MEM 281.820312 1571763227.3439
MEM 283.988281 1571763227.4442
MEM 286.117188 1571763227.5445
MEM 288.281250 1571763227.6448
MEM 288.796875 1571763227.7451
MEM 290.988281 1571763227.8454
MEM 296.476562 1571763227.9457
MEM 341.648438 1571763228.0460
MEM 359.816406 1571763228.1462
MEM 367.792969 1571763228.2465
MEM 372.175781 1571763228.3468
MEM 372.285156 1571763228.4472
MEM 372.597656 1571763228.5480
MEM 372.597656 1571763228.6483
MEM 411.871094 1571763228.7486
MEM 418.128906 1571763228.8489
MEM 439.796875 1571763228.9492
MEM 466.863281 1571763229.0494
MEM 462.964844 1571763229.1497
MEM 467.531250 1571763229.2500
MEM 491.625000 1571763229.3503
MEM 491.628906 1571763229.4506
MEM 496.269531 1571763229.5508
MEM 496.269531 1571763229.6511
MEM 551.898438 1571763229.7515
MEM 561.167969 1571763229.8519
MEM 565.113281 1571763229.9522
MEM 567.687500 1571763230.0525
MEM 571.597656 1571763230.1528
MEM 574.683594 1571763230.2531
MEM 574.941406 1571763230.3534
MEM 586.585938 1571763230.4538
MEM 595.996094 1571763230.5542
MEM 599.593750 1571763230.6546
MEM 601.843750 1571763230.7549
MEM 605.687500 1571763230.8552
MEM 608.207031 1571763230.9556
MEM 611.640625 1571763231.0560
MEM 611.898438 1571763231.1564
MEM 612.156250 1571763231.2567
MEM 614.402344 1571763231.3572
MEM 614.402344 1571763231.4576
MEM 614.503906 1571763231.5581
MEM 614.503906 1571763231.6584
MEM 616.503906 1571763231.7588
MEM 616.503906 1571763231.8591
MEM 616.632812 1571763231.9595
MEM 618.632812 1571763232.0598
MEM 618.632812 1571763232.1601
MEM 618.632812 1571763232.2605
MEM 620.632812 1571763232.3608
MEM 620.757812 1571763232.4612
MEM 620.757812 1571763232.5616
MEM 622.757812 1571763232.6619
MEM 622.757812 1571763232.7622
MEM 622.757812 1571763232.8625
MEM 624.757812 1571763232.9628
MEM 624.757812 1571763233.0632
MEM 624.757812 1571763233.1635
MEM 626.757812 1571763233.2638
MEM 626.757812 1571763233.3641
MEM 626.757812 1571763233.4644
MEM 628.757812 1571763233.5648
MEM 628.757812 1571763233.6651
MEM 638.453125 1571763233.7655
MEM 639.882812 1571763233.8658
MEM 640.968750 1571763233.9660
MEM 647.015625 1571763234.0663
MEM 647.796875 1571763234.1665
MEM 652.644531 1571763234.2668
MEM 724.292969 1571763234.3681
MEM 876.425781 1571763234.4685
MEM 877.886719 1571763234.5694
MEM 894.378906 1571763234.6697
MEM 895.628906 1571763234.7699
MEM 895.628906 1571763234.8701
MEM 895.832031 1571763234.9703
MEM 897.816406 1571763235.0706
MEM 952.546875 1571763235.1715
MEM 978.636719 1571763235.2718
MEM 980.144531 1571763235.3720
MEM 980.519531 1571763235.4722
MEM 980.777344 1571763235.5724
MEM 980.777344 1571763235.6727
MEM 980.777344 1571763235.7729
MEM 980.777344 1571763235.8732
MEM 1093.859375 1571763235.9739
MEM 1155.722656 1571763236.0742
MEM 1155.722656 1571763236.1745
MEM 1158.367188 1571763236.2749
MEM 1159.480469 1571763236.3752
MEM 1160.089844 1571763236.4754
MEM 1160.089844 1571763236.5756
MEM 1160.089844 1571763236.6759
MEM 1160.089844 1571763236.7762
MEM 1205.425781 1571763236.8768
MEM 1208.359375 1571763236.9771
MEM 1209.878906 1571763237.0774
MEM 1210.382812 1571763237.1776
MEM 1210.382812 1571763237.2779
MEM 1210.382812 1571763237.3782
MEM 1210.382812 1571763237.4785
MEM 1210.382812 1571763237.5787
MEM 1227.078125 1571763237.6794
MEM 1241.773438 1571763237.7798
MEM 1241.773438 1571763237.8800
MEM 1242.671875 1571763237.9804
MEM 1244.023438 1571763238.0807
MEM 1244.531250 1571763238.1809
MEM 1244.531250 1571763238.2812
MEM 1244.531250 1571763238.3815
MEM 1244.531250 1571763238.4817
MEM 1244.531250 1571763238.5819
MEM 1290.875000 1571763238.6822
MEM 1292.218750 1571763238.7825
MEM 1293.894531 1571763238.8827
MEM 1293.894531 1571763238.9830
MEM 1293.894531 1571763239.0833
MEM 1293.894531 1571763239.1835
MEM 1293.894531 1571763239.2837
MEM 1293.894531 1571763239.3839
MEM 1298.207031 1571763239.4844
MEM 1339.687500 1571763239.5847
MEM 1339.687500 1571763239.6850
MEM 1339.945312 1571763239.7853
MEM 1340.789062 1571763239.8857
MEM 1342.195312 1571763239.9859
MEM 1342.195312 1571763240.0862
MEM 1342.195312 1571763240.1865
MEM 1342.195312 1571763240.2867
MEM 1342.195312 1571763240.3869
MEM 1342.195312 1571763240.4871
MEM 1342.402344 1571763240.5878
MEM 1355.230469 1571763240.6881
MEM 1356.496094 1571763240.7884
MEM 1356.730469 1571763240.8887
MEM 1357.480469 1571763240.9890
MEM 1357.480469 1571763241.0892
MEM 1357.480469 1571763241.1895
MEM 1357.480469 1571763241.2897
MEM 1357.480469 1571763241.3900
MEM 1357.480469 1571763241.4903
MEM 1358.730469 1571763241.5907
MEM 1401.664062 1571763241.6916
MEM 1401.664062 1571763241.7920
MEM 1401.664062 1571763241.8923
MEM 1328.281250 1571763241.9927
MEM 1329.390625 1571763242.0929
MEM 1330.144531 1571763242.1931
MEM 1330.144531 1571763242.2933
MEM 1330.917969 1571763242.3935
MEM 1330.917969 1571763242.4937
MEM 1331.433594 1571763242.5939
MEM 1336.332031 1571763242.6941
MEM 1336.332031 1571763242.7944
MEM 1323.812500 1571763242.8948
MEM 1325.238281 1571763242.9951
MEM 1326.242188 1571763243.0954
MEM 1326.496094 1571763243.1956
MEM 1326.496094 1571763243.2959
MEM 1326.496094 1571763243.3962
MEM 1328.546875 1571763243.4965
MEM 1331.125000 1571763243.5967
MEM 1331.378906 1571763243.6970
MEM 1336.804688 1571763243.7975
MEM 1367.035156 1571763243.8982
MEM 1367.035156 1571763243.9986
MEM 1367.035156 1571763244.0989
MEM 1367.046875 1571763244.1992
MEM 1368.238281 1571763244.2996
MEM 1369.250000 1571763244.3999
MEM 1369.250000 1571763244.5002
MEM 1369.250000 1571763244.6005
MEM 1369.250000 1571763244.7008
MEM 1369.250000 1571763244.8011
MEM 1369.250000 1571763244.9014
MEM 1369.250000 1571763245.0017
MEM 1386.359375 1571763245.1026
MEM 1380.648438 1571763245.2030
MEM 1382.148438 1571763245.3033
MEM 1382.902344 1571763245.4036
MEM 1382.902344 1571763245.5039
MEM 1382.902344 1571763245.6042
MEM 1382.902344 1571763245.7045
MEM 1382.902344 1571763245.8048
MEM 1382.902344 1571763245.9050
MEM 1382.902344 1571763246.0053
MEM 1382.902344 1571763246.1056
MEM 1422.078125 1571763246.2066
MEM 1395.093750 1571763246.3069
MEM 1395.093750 1571763246.4072
MEM 1395.093750 1571763246.5075
MEM 1400.726562 1571763246.6079
MEM 1402.074219 1571763246.7082
MEM 1402.585938 1571763246.8084
MEM 1402.585938 1571763246.9087
MEM 1402.585938 1571763247.0089
MEM 1402.585938 1571763247.1092
MEM 1402.585938 1571763247.2095
MEM 1402.585938 1571763247.3097
MEM 1402.585938 1571763247.4100
MEM 1402.585938 1571763247.5103
MEM 1448.585938 1571763247.6106
MEM 1450.542969 1571763247.7110
MEM 1451.351562 1571763247.8114
MEM 1451.867188 1571763247.9118
MEM 1456.707031 1571763248.0121
MEM 1458.707031 1571763248.1124
MEM 1458.707031 1571763248.2127
MEM 1458.707031 1571763248.3131
MEM 1458.710938 1571763248.4134
MEM 1460.710938 1571763248.5137
MEM 1460.710938 1571763248.6140
MEM 1460.746094 1571763248.7143
MEM 1462.746094 1571763248.8146
MEM 1462.746094 1571763248.9149
MEM 1462.746094 1571763249.0152
MEM 1464.746094 1571763249.1155
MEM 1464.746094 1571763249.2159
MEM 1464.757812 1571763249.3162
MEM 1466.769531 1571763249.4166
MEM 1466.769531 1571763249.5170
MEM 1466.769531 1571763249.6173
MEM 1466.769531 1571763249.7177
MEM 1468.769531 1571763249.8182
MEM 1468.769531 1571763249.9186
MEM 1468.773438 1571763250.0190
MEM 1470.773438 1571763250.1194
MEM 1470.773438 1571763250.2198
MEM 1470.773438 1571763250.3201
MEM 1470.773438 1571763250.4205
MEM 1472.773438 1571763250.5209
MEM 1472.773438 1571763250.6212
MEM 1472.773438 1571763250.7216
MEM 1474.777344 1571763250.8220
MEM 1474.777344 1571763250.9224
MEM 1474.777344 1571763251.0228
MEM 1474.812500 1571763251.1233
MEM 1506.281250 1571763251.2243
MEM 1501.296875 1571763251.3249
MEM 1580.539062 1571763251.4257
MEM 1586.132812 1571763251.5263
MEM 1551.675781 1571763251.6272
MEM 1550.074219 1571763251.7278
MEM 1635.113281 1571763251.8287
MEM 1532.148438 1571763251.9295
MEM 1558.445312 1571763252.0303
MEM 1501.882812 1571763252.1306
MEM 1523.414062 1571763252.2315
MEM 1555.554688 1571763252.3320
MEM 1581.156250 1571763252.4330
MEM 1577.500000 1571763252.5337
MEM 1603.875000 1571763252.6340
MEM 1583.003906 1571763252.7344
MEM 1583.003906 1571763252.8348
MEM 1583.003906 1571763252.9352
MEM 1561.238281 1571763253.0356
MEM 1561.238281 1571763253.1359
MEM 1563.238281 1571763253.2363
MEM 1563.238281 1571763253.3366
MEM 1563.238281 1571763253.4369
